ID,intervention_eligibility_start,intervention_eligibility_end,subpopulation,P_RRH,P_TSH,P_PSH,P_NOTX
4105,7/21/2018,10/21/2018,1,0.171147371,0.853776628,0.848417715,0.347721973
3566,4/27/2018,6/2/2018,1,0.374747227,0.009324764,0.679302668,0.404032771
3566,10/28/2019,1/28/2020,1,0.899960371,0.915626109,0.602186194,0.365946999
3566,4/20/2020,8/16/2020,1,0.594103635,0.627288418,0.496536804,0.438133644
1032,5/25/2017,6/8/2017,1,0.495508095,0.865221625,0.93233358,0.49233269
1023,5/22/2017,10/28/2017,1,0.265785646,0.255752119,0.487510131,0.191280147
800,4/23/2017,10/17/2019,1,0.343221675,0.490702211,0.322928269,0.504761816
638,3/30/2017,5/29/2017,1,0.908615666,0.426600564,0.607516769,0.690827589
570,3/23/2017,6/23/2017,1,0.098826066,0.799086108,0.160617439,0.433426166
1039,5/29/2017,12/15/2017,0,0.713023934,0.872181882,0.544871223,0.371221231
1151,6/9/2017,3/9/2018,1,0.966030722,0.357203766,0.021925822,0.480504899
1048,5/29/2017,10/20/2017,0,0.475670726,0.47415381,0.075865606,0.457612168
1049,6/1/2017,6/28/2017,1,0.568272611,0.226355204,0.813925562,0.116271539
1066,5/30/2017,6/4/2017,1,0.284668919,0.279250795,0.530188509,0.102811579
1198,6/12/2017,9/12/2017,1,0.063932104,0.60836283,0.627155885,0.340693032
1072,6/3/2017,8/3/2017,1,0.57899413,0.059282766,0.040033128,0.73970634
1070,5/29/2017,6/10/2017,1,0.709830011,0.536168458,0.087701394,0.511075829
1090,5/30/2017,8/21/2017,1,0.784110861,0.206557016,0.2343388,0.095315869
5203,12/10/2018,12/26/2018,0,0.539717853,0.226550745,0.377610096,0.11315506
1253,6/20/2017,7/14/2017,1,0.250151792,0.975281332,0.115907053,0.653301183
1253,6/25/2018,9/25/2018,1,0.161168115,0.183112665,0.853757995,0.367293568
1253,2/22/2020,3/29/2020,1,0.068115084,0.109743618,0.428143154,0.292748195
1083,6/4/2017,11/3/2017,1,0.841539373,0.118437253,0.871783236,0.663162306
1100,6/8/2017,9/8/2017,0,0.495103225,0.161735812,0.960053644,0.429376656
1452,7/16/2017,12/19/2017,1,0.920545499,0.916913269,0.421138011,0.742669859
1667,8/11/2017,8/15/2017,1,0.550514662,0.882658397,0.025499657,0.636874066
1667,5/21/2019,6/14/2019,1,0.328302701,0.973368379,0.30153162,0.370983212
8161,12/23/2019,3/23/2020,1,0.851456082,0.495939775,0.98756125,0.602823217
1689,8/14/2017,11/14/2017,1,0.489913559,0.29559216,0.742868263,0.701720068
1186,6/16/2017,9/16/2017,1,0.193632308,0.108826541,0.819882775,0.368386078
3181,3/5/2018,6/4/2018,1,0.509485936,0.55777818,0.995038145,0.569032593
3305,3/24/2018,6/24/2018,1,0.482299987,0.27204355,0.801153922,0.31517384
3305,1/30/2019,4/30/2019,1,0.927984117,0.335438491,0.348696212,0.463742395
3305,6/20/2019,9/20/2019,1,0.923499176,0.236165795,0.966944389,0.258507339
1235,6/21/2017,2/26/2018,1,0.236260177,0.093964866,0.199622369,0.459777389
1235,1/22/2019,6/20/2020,1,0.516164754,0.643009431,0.130284418,0.606387367
1092,6/2/2017,12/9/2017,1,0.862270851,0.591124211,0.631437941,0.563239678
1131,6/10/2017,8/24/2017,1,0.903993996,0.969306246,0.624237216,0.138821821
1139,6/7/2017,10/18/2017,1,0.071307866,0.426760328,0.777298694,0.325376821
1379,7/10/2017,7/27/2017,0,0.49883013,0.44113632,0.251957134,0.345550817
1806,8/30/2017,8/1/2019,0,0.954387744,0.463840335,0.908401221,0.198010125
1098,6/4/2017,11/19/2017,1,0.262014977,0.11418433,0.855852657,0.204340386
1102,6/8/2017,7/12/2017,1,0.881431538,0.194848327,0.632322028,0.023362184
1152,6/12/2017,9/12/2017,1,0.990681131,0.173426263,0.140056595,0.578247428
1843,9/7/2017,9/13/2017,1,0.003085486,0.396988909,0.55534236,0.743215842
2312,10/25/2017,1/25/2018,1,0.5463736,0.291650198,0.484509294,0.061221478
2312,8/22/2020,11/22/2020,1,0.213633673,0.293045176,0.272409015,0.063243115
2312,1/11/2021,12/29/2021,1,0.174239094,0.120977381,0.994924466,0.038369191
1077,6/1/2017,7/31/2017,0,0.641140855,0.727668365,0.920660428,0.635313208
1149,6/7/2017,9/7/2017,1,0.119744504,0.042271955,0.861912601,0.040231458
6293,4/21/2019,4/22/2021,0,0.19985188,0.26081968,0.64514425,0.223359558
1111,6/6/2017,3/30/2018,1,0.410901654,0.814224077,0.28853706,0.47935025
1111,5/16/2018,8/12/2017,1,0.447622598,0.876479544,0.097987837,0.211376952
1112,6/6/2017,6/12/2017,0,0.689286447,0.359929644,0.996271124,0.549200836
5220,12/8/2018,2/8/2019,1,0.772646168,0.765121102,0.779790381,0.628630618
1109,6/4/2017,8/7/2019,0,0.209038061,0.398319205,0.731634753,0.73088873
1127,6/10/2017,9/10/2017,1,0.595910274,0.395248025,0.312569709,0.063718986
1126,6/6/2017,8/3/2017,1,0.738967533,0.073718941,0.347276387,0.642245372
2886,1/25/2018,4/25/2018,1,0.590237863,0.207650038,0.122398161,0.553919384
1128,6/4/2017,3/19/2018,1,0.950994362,0.15079817,0.184850843,0.605954016
1128,6/26/2019,1/13/2020,1,0.108906917,0.214357578,0.021257845,0.640751443
1129,6/6/2017,9/6/2017,1,0.967553575,0.781620978,0.760708211,0.593659451
1129,12/9/2017,3/9/2018,1,0.528661441,0.652782167,0.858956029,0.254380098
1124,6/8/2017,6/15/2017,1,0.034481851,0.384194288,0.301872048,0.679332363
5394,1/5/2019,10/2/2019,0,0.066202302,0.201242034,0.423236227,0.12492375
1125,6/7/2017,9/7/2017,1,0.041878842,0.558076704,0.205558027,0.634403142
1162,6/10/2017,9/11/2017,1,0.302666965,0.931924698,0.682442989,0.368450299
1155,6/15/2017,8/4/2017,0,0.340061757,0.484347511,0.014026394,0.067355602
1155,9/8/2019,11/19/2019,0,0.408859805,0.684316481,0.846836163,0.01919027
1173,6/16/2017,9/16/2017,1,0.038720621,0.333836649,0.920325133,0.70196014
1174,6/12/2017,9/12/2017,1,0.883392057,0.563273765,0.301121328,0.545344094
9237,6/6/2020,9/6/2020,1,0.227191003,0.72274723,0.786185442,0.373599119
1404,7/14/2017,10/14/2017,0,0.621551063,0.329757784,0.688286565,0.207291275
1404,5/5/2018,8/5/2018,0,0.702998842,0.520125045,0.077448148,0.261160596
1404,11/3/2018,8/6/2019,0,0.981236408,0.755551851,0.257544468,0.579549882
1404,2/20/2021,3/20/2021,0,0.557440544,0.528714205,0.962924195,0.260763141
5907,3/12/2019,6/12/2019,0,0.780853379,0.256085074,0.351700962,0.59819671
1135,6/7/2017,7/19/2017,1,0.13952513,0.592557035,0.42113233,0.303299792
1759,8/22/2017,11/22/2017,1,0.987729483,0.945862651,0.439325936,0.613143848
1188,6/13/2017,6/18/2017,1,0.77116594,0.160427745,0.707635356,0.130958143
1191,6/13/2017,8/22/2017,1,0.458502972,0.1559824,0.986688812,0.425398843
1190,6/13/2017,9/13/2017,1,0.312318166,0.732453531,0.965878967,0.378538089
1190,9/10/2019,12/10/2019,1,0.68143985,0.109154729,0.257183506,0.253533877
1136,6/7/2017,6/11/2017,1,0.772688424,0.854521606,0.53815901,0.488722269
1146,6/8/2017,7/10/2017,1,0.214675882,0.325609809,0.948947624,0.198999326
4242,8/10/2018,11/30/2018,0,0.61856664,0.132690813,0.531740306,0.660751155
1318,6/28/2017,9/27/2017,0,0.46114407,0.712423612,0.969107105,0.300907149
1318,7/9/2018,10/9/2018,0,0.826303697,0.50396551,0.757383503,0.102008402
1138,6/6/2017,8/1/2017,1,0.73385429,0.040282913,0.082931806,0.01397308
1101,6/6/2017,4/30/2018,1,0.977026941,0.361132491,0.421592287,0.529959942
1193,6/18/2017,9/18/2017,1,0.10017125,0.883934321,0.903014933,0.464342628
1144,6/11/2017,9/2/2017,1,0.338292416,0.695554131,0.219510752,0.559773598
1202,6/15/2017,9/15/2017,0,0.361605086,0.895849386,0.963775781,0.247985423
1467,7/18/2017,12/19/2018,0,0.258492747,0.142403652,0.012649664,0.645013326
1143,6/9/2017,1/14/2021,0,0.505842892,0.257224324,0.821713438,0.186685051
1095,6/3/2017,10/29/2017,1,0.147242823,0.737974544,0.334419146,0.242285152
1386,7/10/2017,10/10/2017,1,0.425473846,0.834601904,0.858994702,0.403287191
1161,6/14/2017,9/14/2017,1,0.607005167,0.059094875,0.25540337,0.555392183
1265,6/26/2017,9/26/2017,1,0.600221438,0.002614725,0.676047277,0.606495454
1265,1/8/2018,4/15/2018,1,0.572812432,0.620297585,0.109351681,0.680683611
1746,8/26/2017,11/26/2017,0,0.024121751,0.017753717,0.894129002,0.012001812
1106,6/4/2017,7/4/2017,1,0.554169003,0.9215049,0.015572951,0.521205086
1214,6/19/2017,9/19/2017,1,0.005316753,0.051568428,0.690841049,0.018449705
1105,6/7/2017,8/4/2017,1,0.060897695,0.406664492,0.26086749,0.730454646
9376,7/4/2020,10/4/2020,0,0.144630678,0.322094225,0.307138262,0.000767114
1328,7/4/2017,10/4/2017,0,0.411646018,0.793909364,0.556629197,0.747374158
1157,6/9/2017,6/10/2020,1,0.427442326,0.311423836,0.337296936,0.15080798
1331,7/1/2017,8/7/2017,1,0.004366495,0.833880667,0.614966057,0.512811008
1331,10/25/2017,1/25/2018,1,0.307933231,0.98831444,0.649648329,0.346513246
1238,6/24/2017,9/24/2017,1,0.331814972,0.269537085,0.857723543,0.612672176
1134,6/11/2017,10/4/2018,1,0.131419362,0.085186471,0.217977092,0.140904626
1134,2/26/2019,9/29/2018,1,0.987562085,0.481766773,0.622813077,0.30804163
1231,6/24/2017,10/28/2017,1,0.771098009,0.422145989,0.683560339,0.103911447
1176,6/16/2017,9/16/2017,1,0.254422646,0.156642552,0.344560111,0.059161633
1559,7/30/2017,10/30/2017,1,0.592478186,0.154138831,0.746184098,0.391192861
1559,3/13/2018,6/13/2018,1,0.200200223,0.874207195,0.840800944,0.124514713
1559,9/16/2018,12/16/2018,1,0.3314715,0.04033032,0.507139739,0.280674488
1216,6/17/2017,9/17/2017,0,0.899313882,0.203153659,0.342140124,0.393769998
1216,6/24/2020,8/24/2020,0,0.812057613,0.468046328,0.143326241,0.272561652
1154,6/15/2017,11/2/2017,0,0.822238744,0.638031912,0.759011903,0.531954592
1118,6/9/2017,10/6/2017,1,0.388339188,0.987380654,0.112435595,0.41914995
1140,6/10/2017,8/2/2017,1,0.510842833,0.093099328,0.625739852,0.056948316
1181,6/11/2017,4/14/2019,1,0.107683517,0.240298604,0.740813383,0.317705793
1181,1/8/2020,7/26/2020,1,0.863770087,0.524765812,0.440110403,0.049838471
1182,6/16/2017,12/24/2017,1,0.709642849,0.576714766,0.453080415,0.314216369
1197,6/12/2017,7/10/2017,1,0.839290258,0.751341081,0.346489549,0.46305535
4866,11/1/2018,2/1/2019,0,0.099931272,0.144647137,0.679481159,0.548957447
1430,7/18/2017,10/18/2017,1,0.278498345,0.110832521,0.546037676,0.598864811
1171,6/15/2017,12/23/2017,0,0.347207515,0.948499156,0.53508466,0.436728137
1196,6/16/2017,12/23/2017,1,0.965556164,0.044335804,0.091263291,0.205138736
1195,6/15/2017,8/17/2017,0,0.835087478,0.427336561,0.94016795,0.131931759
1708,8/15/2017,2/4/2018,1,0.827618718,0.939021774,0.59609458,0.088807829
1194,6/18/2017,6/26/2017,0,0.67416591,0.37614083,0.49833357,0.603380242
2387,11/3/2017,2/3/2018,1,0.043447427,0.84086198,0.468158027,0.514355988
1200,6/19/2017,8/20/2017,1,0.787174101,0.595977103,0.71446725,0.587939973
1200,9/11/2020,8/19/2017,1,0.946460949,0.505324708,0.368202994,0.517905782
1204,6/14/2017,4/11/2018,0,0.036714352,0.251677857,0.094470792,0.622105073
1199,6/13/2017,8/1/2017,1,0.250569444,0.797066677,0.050339205,0.484871504
1229,6/22/2017,12/1/2017,1,0.069460858,0.010587026,0.375874264,0.747376129
2282,10/27/2017,5/5/2019,1,0.614276826,0.356439876,0.257961218,0.673110399
1232,6/25/2017,8/25/2017,0,0.216941291,0.587837742,0.597583183,0.109934894
1306,6/30/2017,9/1/2017,1,0.817736923,0.683734989,0.341593562,0.699851071
1212,6/19/2017,9/19/2017,0,0.841952493,0.31732537,0.522042571,0.345087487
1116,6/7/2017,9/7/2017,0,0.915090363,0.985749903,0.713220976,0.259507391
1225,6/19/2017,10/30/2017,1,0.06283412,0.219027097,0.649667893,0.352864741
1221,6/17/2017,9/17/2017,0,0.013663521,0.857241566,0.98559317,0.601776431
1201,6/16/2017,9/27/2017,0,0.660393842,0.278314617,0.590726707,0.461356779
1382,7/8/2017,7/31/2017,0,0.526322914,0.656556393,0.092510013,0.185557694
1233,6/21/2017,9/21/2017,0,0.249659369,0.049798134,0.468006252,0.653177494
1227,6/20/2017,12/20/2017,1,0.114048397,0.129755853,0.653540132,0.731680903
2528,11/18/2017,3/16/2018,1,0.40689999,0.987185545,0.401184551,0.723463666
2528,7/18/2018,8/20/2018,1,0.782493432,0.034074171,0.693752205,0.404360471
2528,4/30/2019,5/31/2019,1,0.804557656,0.374630398,0.860025541,0.632720122
1273,6/25/2017,9/25/2017,1,0.174095303,0.082359748,0.029061997,0.305705855
1240,6/26/2017,1/7/2018,1,0.665195868,0.481114099,0.049617584,0.081766011
4437,9/10/2018,12/10/2018,1,0.743911049,0.782433673,0.643611302,0.268441705
1210,6/19/2017,9/12/2017,1,0.090014919,0.218928256,0.899961764,0.365977951
1209,6/18/2017,10/31/2017,1,0.164274724,0.872976705,0.095226308,0.183216984
1595,8/4/2017,10/18/2017,1,0.472316062,0.342031501,0.030461352,0.658521096
1241,6/21/2017,9/8/2017,0,0.600755958,0.644838003,0.412224957,0.422143659
1223,6/18/2017,7/15/2017,1,0.188895525,0.383070799,0.209387569,0.20217239
1207,6/17/2017,7/30/2017,0,0.927077303,0.55524115,0.194409505,0.640163249
5027,11/17/2018,2/17/2019,1,0.639909038,0.421960167,0.363453846,0.677548917
1285,6/29/2017,9/29/2017,0,0.210307719,0.845180162,0.901649169,0.747921403
1271,6/29/2017,9/29/2017,0,0.09979348,0.153883937,0.219279848,0.621989243
1271,11/5/2017,1/7/2018,0,0.978094528,0.187504272,0.912062946,0.52423873
1282,6/28/2017,9/28/2017,1,0.963636264,0.427869514,0.766325662,0.213662843
1245,6/25/2017,9/25/2017,1,0.326245868,0.852686029,0.63352026,0.454570113
1568,8/3/2017,11/3/2017,0,0.862211487,0.30428441,0.510003329,0.211928067
1284,6/25/2017,8/5/2017,1,0.276778898,0.770356113,0.88857625,0.259531608
5263,12/18/2018,3/18/2019,1,0.660844449,0.471684047,0.193788799,0.479384839
1756,8/25/2017,3/22/2018,1,0.106834089,0.139548228,0.276173491,0.029608133
1251,6/24/2017,11/2/2017,1,0.628270688,0.192411808,0.694272829,0.350833469
1248,6/23/2017,1/23/2018,1,0.572398644,0.985952566,0.807646043,0.048732532
1248,2/13/2019,5/13/2019,1,0.210892017,0.796355358,0.556455265,0.255292957
1272,6/28/2017,7/16/2017,1,0.284926776,0.448983817,0.204758512,0.474704599
2637,12/9/2017,9/21/2018,1,0.407495657,0.858348015,0.578471772,0.474250511
1701,8/15/2017,8/22/2017,1,0.810187202,0.996697713,0.527189314,0.683021787
1701,12/17/2017,2/22/2018,1,0.770141736,0.956494359,0.761839658,0.292404536
1701,11/5/2018,1/5/2019,1,0.705180892,0.892270797,0.196706449,0.233840494
1701,1/26/2020,1/2/2021,1,0.900700472,0.5632008,0.468330771,0.051269166
2529,11/24/2017,2/24/2018,1,0.275874189,0.076196451,0.658585277,0.228848054
1484,7/27/2017,10/23/2017,1,0.167005898,0.929816554,0.631717983,0.270842917
1298,6/30/2017,9/1/2017,1,0.550787325,0.024740057,0.904592773,0.674995504
1321,7/3/2017,10/3/2017,1,0.817289385,0.998807111,0.340456926,0.084282903
2619,12/4/2017,6/10/2019,0,0.193159406,0.616268139,0.378130826,0.641555134
1319,6/27/2017,10/23/2017,1,0.041466677,0.570346076,0.160077982,0.547278343
1319,6/2/2018,10/27/2017,1,0.753258578,0.086683437,0.754615115,0.74852759
1712,8/16/2017,10/10/2017,1,0.95851682,0.04217376,0.684506892,0.691668491
1962,9/16/2017,12/16/2017,0,0.81174003,0.982993969,0.013231101,0.326726557
1274,6/23/2017,3/11/2018,1,0.50729222,0.178724892,0.776434522,0.680831255
4225,8/2/2018,11/2/2018,1,0.87445835,0.156004489,0.123295817,0.007397191
1322,7/3/2017,7/31/2017,1,0.676789329,0.729549025,0.05840673,0.329300064
1324,7/1/2017,10/1/2017,1,0.459807482,0.420287645,0.744416315,0.21260313
1281,6/28/2017,8/10/2019,1,0.417124506,0.197862123,0.842355519,0.740888976
1283,6/27/2017,9/27/2017,1,0.94396381,0.632638672,0.424377278,0.142648018
1278,6/25/2017,9/25/2017,1,0.137806761,0.407228488,0.026307843,0.149383385
1565,8/1/2017,11/1/2017,0,0.84750221,0.93127183,0.667774465,0.484776813
1346,7/9/2017,10/9/2017,0,0.885394128,0.053504618,0.273026479,0.579861585
1260,6/25/2017,10/30/2017,1,0.62966109,0.046426237,0.381105489,0.105798972
1246,6/22/2017,8/3/2017,1,0.991741571,0.366247926,0.672833049,0.476083728
1246,7/26/2018,4/3/2019,1,0.483752075,0.819408061,0.479589995,0.352088278
1249,6/20/2017,9/20/2017,1,0.347082827,0.109501342,0.690927149,0.622022131
1279,6/27/2017,4/25/2018,1,0.175956158,0.980532492,0.562047615,0.037948594
1247,6/24/2017,10/10/2017,0,0.599344734,0.073472346,0.08427031,0.174596404
3200,3/7/2018,3/19/2018,1,0.003855324,0.815357828,0.358052576,0.052577938
9143,5/20/2020,11/23/2020,1,0.89930469,0.937898353,0.402972901,0.358382726
1293,6/25/2017,1/27/2018,1,0.987931333,0.72214789,0.997596827,0.094832983
1293,9/16/2018,6/10/2019,1,0.79692773,0.258088648,0.216328554,0.150967596
1280,6/29/2017,5/11/2019,0,0.872864945,0.25792839,0.895269308,0.171321109
1291,7/1/2017,10/1/2017,1,0.79279056,0.367644006,0.114805051,0.189001104
5340,12/25/2018,7/22/2019,0,0.518728578,0.127306949,0.786807375,0.439944123
5340,2/20/2020,5/20/2020,0,0.08746048,0.079308346,0.869831781,0.501308936
1312,6/28/2017,7/30/2017,0,0.556569581,0.246965188,0.380600246,0.525710098
1310,7/2/2017,10/2/2017,1,0.312555769,0.966206262,0.635667914,0.286405849
1276,6/23/2017,3/11/2018,1,0.124193679,0.61258917,0.787904733,0.605923845
1300,6/30/2017,9/30/2017,1,0.947862664,0.820109502,0.3723021,0.484881489
1309,7/2/2017,10/2/2017,1,0.065324035,0.488419599,0.477945195,0.631301021
7443,9/12/2019,2/20/2021,1,0.90149397,0.716160927,0.794409269,0.435617265
1308,7/2/2017,7/28/2019,1,0.922426105,0.456251278,0.342912986,0.552672284
1313,7/1/2017,7/22/2017,0,0.698264557,0.76430772,0.093654116,0.655337764
1299,7/1/2017,10/1/2017,1,0.083917723,0.367949976,0.91491626,0.506850722
361,2/27/2017,3/13/2019,0,0.379302886,0.01964783,0.981239703,0.076932688
1326,7/5/2017,9/5/2017,0,0.638913555,0.551850771,0.321535079,0.400123516
1314,6/27/2017,11/28/2018,0,0.229902087,0.359206062,0.778963066,0.516075984
1374,7/11/2017,2/28/2018,1,0.801727187,0.175170105,0.569153664,0.166762036
1374,4/14/2018,5/31/2018,1,0.913579334,0.659632359,0.181677176,0.606794356
1384,7/12/2017,10/12/2017,1,0.184822778,0.028362424,0.547080853,0.68116601
6707,6/13/2019,5/25/2020,0,0.771460298,0.433153137,0.133545974,0.408741573
1345,7/8/2017,9/15/2017,0,0.222895044,0.781604232,0.624485011,0.58073568
1438,7/19/2017,10/17/2017,1,0.046659219,0.946815349,0.692952388,0.206523302
4293,8/14/2018,2/14/2019,1,0.281575435,0.593248678,0.44506284,0.24656083
1360,7/13/2017,10/13/2017,0,0.951793281,0.293436744,0.153852236,0.501424199
1645,8/8/2017,12/10/2017,1,0.932601916,0.141514194,0.863313418,0.300782759
1327,7/4/2017,11/2/2017,0,0.322388109,0.900168878,0.342328987,0.002469791
1327,12/23/2017,5/23/2018,0,0.312839204,0.184354011,0.267893603,0.12613807
4826,10/25/2018,1/25/2019,1,0.772562086,0.261814404,0.839239835,0.408628341
4826,5/28/2019,6/28/2019,1,0.860701427,0.242355864,0.141670858,0.098372
1917,9/10/2017,10/13/2017,1,0.970908357,0.255840663,0.306383957,0.158213609
2526,11/21/2017,1/22/2018,0,0.43616576,0.642474,0.670315086,0.321804263
1397,7/13/2017,10/13/2017,1,0.896154689,0.345055864,0.237267995,0.078257813
2729,12/20/2017,3/21/2018,1,0.969478014,0.01161091,0.591596349,0.549024248
1080,6/2/2017,9/2/2017,1,0.752820387,0.60203996,0.798773377,0.108756388
1080,12/4/2017,12/27/2017,1,0.397951617,0.066664579,0.65327798,0.024351601
1350,7/5/2017,10/30/2017,1,0.254840145,0.899133667,0.196108412,0.497015153
1391,7/14/2017,10/14/2017,1,0.35940327,0.511098639,0.765948617,0.190950363
1391,6/4/2018,9/4/2018,1,0.350809886,0.479222359,0.795077934,0.735356589
1343,7/5/2017,10/15/2017,1,0.02088398,0.289987558,0.583013088,0.461900911
1514,7/26/2017,10/26/2017,1,0.889964383,0.591067873,0.087806972,0.339592131
1514,5/3/2018,8/3/2018,1,0.640963308,0.212171096,0.727711492,0.621903961
1411,7/17/2017,10/17/2017,1,0.321061417,0.43225102,0.17618504,0.551862538
1366,7/12/2017,7/12/2017,1,0.16265303,0.257252801,0.422444895,0.079073028
1407,7/12/2017,10/22/2017,0,0.703157714,0.777773761,0.985730463,0.56325138
1334,7/4/2017,10/1/2018,1,0.259686082,0.604189095,0.110489808,0.659634252
8013,12/4/2019,4/29/2020,0,0.455501062,0.873653494,0.550603534,0.100351895
8378,1/25/2020,12/7/2018,1,0.978833058,0.241602813,0.765555439,0.042238082
1673,8/14/2017,6/29/2018,1,0.598571751,0.579523743,0.134972621,0.344222823
1516,7/30/2017,10/23/2017,1,0.945688946,0.147018492,0.738263405,0.180203731
1516,5/12/2018,5/24/2018,1,0.892686967,0.658379658,0.782620639,0.163891939
4123,7/20/2018,9/28/2018,1,0.535946948,0.161453255,0.175596299,0.658434587
1659,8/8/2017,11/8/2017,0,0.598679676,0.210422326,0.303768398,0.293181844
1659,4/14/2019,7/14/2019,0,0.494425169,0.092065367,0.22781248,0.303733165
375,2/26/2017,7/12/2017,0,0.313164297,0.796371594,0.596744043,0.265820491
375,2/18/2018,6/10/2018,0,0.643443633,0.616154389,0.401025307,0.283015474
3296,3/23/2018,7/17/2018,1,0.189813892,0.32215264,0.195660554,0.28486839
1390,7/15/2017,3/16/2018,1,0.589376186,0.184348538,0.751211127,0.619624114
1454,7/18/2017,9/15/2017,1,0.279761836,0.958780473,0.059081931,0.242401148
1454,8/20/2018,11/20/2018,1,0.736263663,0.345179862,0.392811957,0.201095572
1454,12/12/2019,2/11/2020,1,0.929768072,0.002291581,0.381901118,0.729317816
2392,10/31/2017,9/10/2018,1,0.339026699,0.804294077,0.085754129,0.560388094
2359,11/1/2017,9/20/2018,1,0.465494276,0.136815677,0.074763762,0.411124904
9917,9/25/2020,12/25/2020,1,0.562897671,0.265781799,0.030651772,0.055722501
1449,7/18/2017,10/18/2017,1,0.529385491,0.20957193,0.737974802,0.693129746
1661,8/14/2017,11/14/2017,0,0.653452115,0.9955918,0.996962847,0.1804223
1400,7/12/2017,8/29/2018,0,0.960124679,0.213339982,0.213102335,0.249089977
5990,3/19/2019,4/22/2019,0,0.257295609,0.003288033,0.146105562,0.371911298
1810,8/27/2017,11/27/2017,0,0.259881748,0.173772801,0.439136495,0.071640891
1429,7/14/2017,10/14/2017,1,0.690996395,0.084791998,0.743793561,0.498553587
1354,7/8/2017,10/31/2017,1,0.502633701,0.512746085,0.654088851,0.454952449
1413,7/14/2017,10/14/2017,1,0.169232908,0.809470422,0.341854372,0.739338634
1419,7/16/2017,7/30/2017,1,0.187646747,0.640583603,0.107978203,0.153758484
1415,7/17/2017,9/6/2017,1,0.235032345,0.671428507,0.415749452,0.228975942
1415,12/23/2023,9/8/2017,1,0.753903404,0.02976926,0.54772869,0.705628481
1414,7/16/2017,10/16/2017,1,0.800499704,0.360810314,0.371585329,0.167759361
1439,7/19/2017,9/20/2017,1,0.308155026,0.072121714,0.563326662,0.319379749
1445,7/17/2017,10/17/2017,1,0.576607227,0.022073458,0.332728604,0.559584487
1488,7/21/2017,1/20/2018,1,0.247325403,0.231623064,0.974083133,0.449153682
1353,7/9/2017,10/9/2017,1,0.722513062,0.109584148,0.815494239,0.418063415
1355,7/8/2017,8/6/2019,1,0.684930062,0.165290149,0.521084947,0.219986526
1448,7/19/2017,2/10/2018,0,0.137301701,0.469314927,0.435529906,0.116782129
1356,7/12/2017,10/12/2017,1,0.359992035,0.726269748,0.232468284,0.153505968
1356,2/1/2018,5/2/2018,1,0.790722392,0.23060316,0.65209305,0.171117014
1356,7/2/2018,10/2/2018,1,0.57508318,0.289599184,0.271450894,0.279210741
1446,7/18/2017,11/1/2017,1,0.766266403,0.71897822,0.404417302,0.293117622
1446,3/13/2019,6/13/2019,1,0.374646427,0.556983195,0.818039468,0.524480738
2138,10/4/2017,1/4/2018,0,0.378809243,0.25398007,0.795619715,0.168956642
7172,8/11/2019,11/11/2019,1,0.253634081,0.119478533,0.554331916,0.295493487
1375,7/10/2017,9/17/2017,1,0.085120196,0.165526203,0.758362949,0.746343727
2787,1/5/2018,4/4/2018,1,0.570910197,0.706686294,0.991443533,0.223796766
1365,7/10/2017,11/1/2017,1,0.096127775,0.9183276,0.91971785,0.389647752
1380,7/8/2017,10/8/2017,1,0.961935887,0.383636497,0.27975865,0.598214975
1575,8/6/2017,8/6/2017,1,0.470791488,0.893343225,0.14798321,0.097070696
1575,10/25/2017,1/25/2018,1,0.990783434,0.235371628,0.207971632,0.5981107
1575,3/2/2018,5/30/2018,1,0.667887389,0.91737474,0.195106064,0.743849054
1967,9/15/2017,6/11/2019,1,0.237663404,0.400998914,0.427755924,0.268428432
2081,10/1/2017,3/31/2018,1,0.832301872,0.724735584,0.188906185,0.710598771
2081,5/8/2019,8/8/2019,1,0.81941604,0.44617638,0.489267397,0.009251596
2081,9/27/2019,4/17/2021,1,0.097132749,0.815676985,0.67763003,0.339834544
1385,7/13/2017,9/2/2017,1,0.712708267,0.093545917,0.124327496,0.14986008
1647,8/7/2017,11/7/2017,1,0.134089756,0.242878333,0.362582133,0.540893867
1654,8/13/2017,11/13/2017,1,0.090843011,0.441104002,0.293908677,0.101346863
2171,10/10/2017,5/28/2018,1,0.176323666,0.955953396,0.917437636,0.210573286
1401,7/15/2017,11/3/2017,1,0.336980642,0.434111016,0.091866593,0.225854936
1596,8/2/2017,10/24/2017,1,0.399337171,0.775468105,0.636640713,0.419229103
1596,2/6/2018,8/1/2020,1,0.815655378,0.148529081,0.944327365,0.286496947
1395,7/12/2017,10/12/2017,1,0.86169998,0.008251759,0.702128657,0.555009142
1304,7/2/2017,8/25/2017,1,0.295988677,0.826933753,0.226515945,0.288885942
1405,7/16/2017,9/2/2017,1,0.802775921,0.181354991,0.797251596,0.440151434
1388,7/13/2017,10/3/2018,1,0.457749554,0.921304174,0.785818709,0.739952168
2432,11/11/2017,1/11/2018,1,0.555002803,0.218626543,0.67712625,0.286316212
1389,7/15/2017,7/5/2018,1,0.629928378,0.853173924,0.58892277,0.396105388
1422,7/20/2017,10/20/2017,1,0.523555473,0.112481142,0.224215057,0.434660816
1399,7/10/2017,7/10/2018,1,0.042464272,0.911216444,0.549779668,0.433185708
1425,7/15/2017,10/26/2017,0,0.091513983,0.994876962,0.100447337,0.155925313
